,Article Headlines,Article URLs,Keywords,Similarity Weights
45,Smart moves to make when the Fed starts cutting rates|||Fed cuts interest rates for first time in 4 years – here's what that means for your wallet|||The Fed cuts rates,https://www.cnn.com/2024/07/27/success/fed-interest-rate-cuts-debt-savings/index.html|||https://www.foxbusiness.com/personal-finance/federal-reserve-interest-rate-cut|||https://www.washingtonpost.com/opinions/2024/09/19/ramirez-cartoon-fed-interest-rates/,fed|||rate,0.6416402161121368
46,"Trump, who has criticized Jewish Democrats, blames their party for antisemitismBy Carmen Sesin and Sabrina Rodriguez|||Fox News ‘Antisemitism Exposed’ Newsletter: Jewish students vow to 'walk proudly' on grim anniversary|||Trump Sees Antisemitism in Only One Direction: On the Left",https://www.washingtonpost.com/politics/2024/10/07/trump-antisemitism-democrats-republicans/|||https://www.foxnews.com/us/fox-news-antisemitism-exposed-newsletter-jewish-students-vow-walk-proudly-grim-anniversary|||https://www.nytimes.com/2024/10/07/us/politics/trump-antisemitism-oct7.html,antisemitism|||jewish|||trump,0.6415120661258698
47,The VP debate is an example of Kamala Harris’s horrible judgment when it comes to picking staff|||Maya Rudolph as Kamala Harris can’t handle VP candidates ‘vibing’ during spoof debate on ‘SNL’|||Kamala Harris defies critics on policy and politicsOpinion by Jennifer Rubin,https://www.foxnews.com/opinion/morning-glory-vp-debate-example-kamala-harriss-horrible-judgment-when-comes-picking-staff|||https://www.cnn.com/2024/10/06/entertainment/vp-candidates-vibing-snl-cold-open/index.html|||https://www.washingtonpost.com/opinions/2024/09/27/newsletter-harris-economic-policy-voters/,debate|||harris|||kamala|||vp,0.6400067806243896
48,"Ukraine’s east buckling under improved Russian tactics, superior firepowerIn an arc of villages south of Pokrovsk, including Vuhledar, battlefields that have been stagnant for two and a half years are showing more movement than ever — in Russia’s favor.By Alex Horton and Serhii KorolchukOctober 2, 2024|||Ukraine wants to fire Western long-range weapons into Russia. But the battlefield gain is not clear-cut|||Ukrainian stronghold Vuhledar falls to Russian offensive after two years of bombardment",https://www.washingtonpost.com/world/2024/10/02/ukraine-russia-advance-pokrovsk-vuhledar/|||https://www.cnn.com/2024/09/22/europe/ukraine-western-long-range-weapons-russia-intl/index.html|||https://www.foxnews.com/world/ukrainian-stronghold-vuhledar-falls-russian-offensive-after-two-years-bombardment,battlefield|||russia|||russian|||ukraine|||vuhledar|||year,0.6384090185165405
49,Kamala Harris defies critics on policy and politicsOpinion by Jennifer Rubin|||Kamala Harris needs to beat the fundamentals to win|||Kamala Harris' tough words on Iran confounds critics,https://www.washingtonpost.com/opinions/2024/09/27/newsletter-harris-economic-policy-voters/|||https://www.cnn.com/2024/10/05/politics/kamala-harris-trump-election-fundamentals/index.html|||https://www.foxnews.com/politics/harris-iran-biggest-us-adversary-china,critic|||harris|||kamala,0.6377027332782745
50,"October 7, 2024’s student loan rates|||Private student loan interest rates rise for 5- and 10-year terms|||$167.3 billion in student loan forgivenessThe Biden administration has canceled $167.3 billion in student loans for 4.7 million borrowers as of May. This student loan forgiveness tracker explains how.By Danielle Douglas-GabrielAugust 30, 2024",https://www.cnn.com/cnn-underscored/money/student-loan-rates-10-07-2024|||https://www.foxbusiness.com/personal-finance/private-student-loan-rates-september-11-2024|||https://www.washingtonpost.com/education/2024/08/30/biden-student-loan-forgiveness-tracker/,loan|||rate|||student,0.6338786482810974
51,Head of Natl Weather Service on Hurricane Milton|||Hurricane Milton to intensify and swell in size before unleashing on Florida and more top headlines|||Hurricane Milton nears Florida coast as thousands evacuate2 hours ago,https://www.cnn.com/2024/10/08/us/video/the-lead-hurricane-milton-ken-graham-florida-evacuation-destruction-jake-tapper|||https://www.foxnews.com/us/hurricane-milton-intensify-swell-size-before-unleashing-florida-more-top-headlines|||https://www.washingtonpost.com/weather/2024/10/08/hurricane-milton-florida-evacuations-warnings/,florida|||hurricane|||milton,0.6311202049255371
52,Business groups call on Biden to intervene in port strike|||Biden may face tough choices as port strike continues|||Ports Rush to Reopen After First Major Strike in Decades Is Suspended,https://www.foxbusiness.com/economy/business-groups-call-biden-intervene-port-strike|||https://www.washingtonpost.com/business/2024/10/02/port-strike-biden-election/|||https://www.nytimes.com/2024/10/04/business/economy/dockworkers-strike-ports-reopen.html,biden|||port|||strike,0.6291389465332031
53,"Russian court sentences US citizen to six years in prison for fighting for Ukraine, state media reports|||Russia jails American Stephen Hubbard over fighting as a mercenary in Ukraine|||Russia sentences U.S. citizen to nearly 7 years for fighting for UkraineStephen Hubbard, who moved to Ukraine in 2014, was captured by Russian soldiers in Izyum in April 2022, and was charged with serving in a territorial defense unit.By Mary IlyushinaOctober 7, 2024",https://www.cnn.com/2024/10/07/europe/russian-court-sentences-us-citizen-stephen-hubbard-intl/index.html|||https://www.foxnews.com/world/russia-jails-american-stephen-hubbard-over-fighting-mercenary-ukraine|||https://www.washingtonpost.com/world/2024/10/07/russia-stephen-hubbard-ukraine-convicted-mercenary/,citizen|||hubbard|||russia|||russian|||ukraine|||year,0.629095584154129
54,"Fact check: New Trump attack ad deceptively edits out key words from Harris and The New York Times|||AnalysisPro-Trump group attacks Harris for murder that took place 14 years agoThe ad features a mother who also appeared in a Trump 2016 campaign ad concerning illegal immgrationBy Glenn KesslerSeptember 3, 2024|||Inside a Harris Ad in Which Ex-Trump Aides Blast Him as Unfit for Office",https://www.cnn.com/2024/10/04/politics/fact-check-trump-ad-harris-taxes/index.html|||https://www.washingtonpost.com/politics/2024/09/03/pro-trump-group-attacks-harris-murder-that-took-place-14-years-ago/|||https://www.nytimes.com/2024/10/08/us/politics/harris-ad-former-trump-aides-unfit.html,ad|||harris|||new|||trump,0.6235447824001312
55,"The iPhone 16 isn’t selling as well as Apple may have hoped|||Apple unveils the iPhone 16|||Apple to unveil iPhone 16, new Watches and AirPods. Here’s what to expect.September 9",https://www.cnn.com/2024/09/30/tech/iphone-16-presales-apple-intelligence/index.html|||https://www.foxbusiness.com/technology/apple-unveils-iphone-16|||https://www.washingtonpost.com/technology/2024/09/09/apple-event-2024-iphone-preview-reveal-apple-watch/,apple|||iphone,0.6212702989578247
56,"See past interviews with suspect in apparent Trump assassination attempt|||Trump reveals new details of first assassination attempt in exclusive interview: 'It was the craziest day'|||AnalysisFact-checking 55 suspect claims, mostly Trump’s, in debate with HarrisTrump, on the defensive, makes four times more suspect claims than Harris.By Glenn KesslerSeptember 11, 2024",https://www.cnn.com/2024/09/16/politics/video/ryan-routh-interviews-ukraine-digvid|||https://www.foxnews.com/media/trump-reveals-new-details-first-assassination-attempt-exclusive-interview-craziest-day|||https://www.washingtonpost.com/politics/2024/09/11/fact-check-presidential-debate-harris-trump/,assassination|||attempt|||claim|||interview|||suspect|||trump,0.6182003915309906
57,"A year into the war, Israeli military operations in Gaza continue to ramp up and Hamas is yet to be defeated|||Israel has momentum in its battle with Hezbollah. But what comes next?Israel is racking up military wins against its regional foes. But fighting multiple wars will take its toll, and experts wonder what the long-term strategy is.By Steve Hendrix, Claire Parker, Karen DeYoung and Abbie CheesemanOctober 6, 2024|||I Live in Israel. I Never Hear About What My Country Is Doing to Gaza.",https://www.cnn.com/2024/10/08/middleeast/isael-gaza-one-year-hamas-fighting-hnk-intl/index.html|||https://www.washingtonpost.com/world/2024/10/06/israel-hezbollah-lebanon-iran/|||https://www.nytimes.com/2024/10/07/opinion/israel-gaza-apathy-indiference.html,gaza|||israel|||military|||war,0.6170948445796967
58,"Helene response hampered by misinformation, conspiracy theories|||False claims about the federal response to Helene are an ominous sign for the coming election|||CHUCK DEVORE: Comparing Biden-Harris bungled Helene response to past disasters",https://www.washingtonpost.com/weather/2024/10/05/hurricane-helene-conspiracy-theories-rumors/|||https://www.cnn.com/2024/10/05/media/hurricane-helene-fema-false-claims-recovery/index.html|||https://www.foxnews.com/opinion/chuck-devore-biden-harris-bungled-response-hurricane-helene-leaves-americans-suffer,helene|||response,0.6169122159481049
59,"Helene left at least 128 people dead and communities ‘wiped off the map.’ Now, survivors are struggling to get food and water|||My Appalachia family survived Helene. We need to ensure they can still vote|||Rescue and recovery extend deeper into areas ravaged by HeleneAt least 154 have died as a result of Helene, but officials say the death toll will remain fluid, with many only saying they expect numbers to rise.By Nicolás Rivero, Allyson Chiu, Molly Hennessy-Fiske, Kim Bellware, Brady Dennis and Emily Wax-ThibodeauxOctober 2, 2024",https://www.cnn.com/2024/09/30/weather/hurricane-helene-recovery-cleanup-monday/index.html|||https://www.foxnews.com/opinion/appalachia-family-survived-helene-need-ensure-can-still-vote|||https://www.washingtonpost.com/weather/2024/10/02/hurricane-helene-aftermath-north-carolina-floods-georgia-damage/,helene,0.6154955625534058
60,"How Harris could secure a historic winning record for Democrats in November – and still lose|||New poll shows Harris taking a slim lead over Trump thanks to support from a surprising group|||AnalysisMore voters expect Harris to win. Here’s why that could actually matter.Polls increasingly show voters predicting a Harris victory. Some research suggests that people are actually pretty good at predicting these things.By Aaron BlakeSeptember 19, 2024",https://www.cnn.com/2024/10/08/politics/democrats-popular-vote-kamala-harris-analysis/index.html|||https://www.foxnews.com/politics/new-poll-shows-harris-taking-slim-lead-over-trump-support-from-surprising-group|||https://www.washingtonpost.com/politics/2024/09/19/more-voters-expect-harris-win-heres-why-that-could-actually-matter/,harris|||voter,0.6109032332897186
61,Biden admin's response to Hurricane Milton could be 'huge potential problem' for Harris campaign: CNN guest|||Biden postpones foreign travel due to Hurricane Milton|||Biden and Harris visit storm-ravaged areasOctober 2,https://www.foxnews.com/media/biden-admins-response-hurricane-milton-could-huge-potential-problem-harris-campaign-cnn-guest|||https://www.cnn.com/2024/10/08/politics/joe-biden-postponed-trip-milton/index.html|||https://www.washingtonpost.com/politics/2024/10/02/biden-harris-hurricane-helene/,biden|||harris|||hurricane|||milton,0.6100033819675446
62,NASA captures Hurricane Milton timelapse in space|||Disney World shutting its gates ahead of Hurricane Milton|||Hurricane Milton tracker: Map and projected storm path,https://www.cnn.com/2024/10/08/weather/video/hurricane-milton-nasa-timelapse-contd-digvid|||https://www.foxbusiness.com/lifestyle/walt-disney-world-universal-orlando-closing-hurricane-milton|||https://www.washingtonpost.com/weather/2024/10/08/hurricane-milton-path-tracker-map/,hurricane|||milton,0.6095573604106903
63,The challenges Floridians are facing while trying to evacuate|||Hurricane Milton evacuations in Florida: What to pack ahead of the storm|||Why these Floridians are fleeing Milton after some refused to evacuate last time,https://www.cnn.com/2024/10/08/us/florida-evacuation-milton-challenges/index.html|||https://www.foxnews.com/travel/hurricane-milton-evacuations-florida-what-to-pack-storm|||https://www.washingtonpost.com/weather/2024/10/08/florida-evacuations-hurricane-milton-helene/,floridian|||milton,0.6084255874156952
64,"Republicans are challenging all aspects of mail-in voting in battleground states|||AnalysisTroubling signs for the GOP on mail votingRepublican leaders have pushed for their party to embrace early and mail voting, despite Trump’s attacks on it. Voters appear to be taking their cues from him.By Aaron BlakeSeptember 25, 2024|||Voting Wars Open a New Front: Which Mail Ballots Should Count?",https://www.cnn.com/2024/10/08/politics/mail-in-ballot-republican-lawsuits-battleground-states/index.html|||https://www.washingtonpost.com/politics/2024/09/25/troubling-signs-gop-mail-voting/|||https://www.nytimes.com/2024/10/08/us/election-mail-in-ballot-rejection.html,mail|||voting,0.6082887649536133
65,"These are the states where abortion rights will – or could – be on the ballot in November|||AnalysisPolls show big increase in Republicans planning to vote for abortion rightsIn some states, that GOP number could even approach a majority.By Aaron BlakeSeptember 30, 2024|||Poll Finds Support for Florida’s Abortion Ballot Measure Is Falling Short",https://www.cnn.com/2024/04/28/politics/state-abortion-ballot-measure-vote-dg/index.html|||https://www.washingtonpost.com/politics/2024/09/30/polls-show-big-increase-republicans-planning-vote-abortion-rights/|||https://www.nytimes.com/2024/10/08/us/politics/florida-abortion-ballot-measure-poll.html,abortion|||ballot|||state,0.6059019565582275
66,"Fact check: Walz makes false claims about Trump on abortion and the economy|||IRS data challenges Walz's claim that Trump tax cuts 'predominantly went to the top guys'|||AnalysisFact-checking the VP debate between Vance and WalzVance dominated on the falsehood meter, with faulty claims on lost children, the environment, inflation, immigration and the Jan. 6 attack. By Glenn KesslerOctober 2, 2024",https://www.cnn.com/2024/10/07/politics/fact-check-walz-false-claims-trump-abortion-economy/index.html|||https://www.foxbusiness.com/media/irs-data-challenges-walzs-claim-over-trump-tax-cuts-predominantly-went-top-guys|||https://www.washingtonpost.com/politics/2024/10/02/fact-check-vp-debate-vance-walz/,claim|||trump|||walz,0.6048015058040619
67,"I’ve tracked the best PS5 deals for 4 years. Here are 12 that stood out for Prime Day 2024|||Amazon Prime Big Deal Days: Here are some of the biggest discounts on sale now|||ColumnThe new PlayStation 5 Pro is $700. Is it worth it?Sony’s long-awaited PS5 Pro releases Nov. 7. Here’s a buyer’s guide based on what we know so far.By Gene ParkSeptember 10, 2024",https://www.cnn.com/cnn-underscored/deals/best-ps5-deals-amazon-prime-day-2024-10-08|||https://www.foxnews.com/lifestyle/amazon-prime-dig-deal-days-top-deals|||https://www.washingtonpost.com/entertainment/video-games/2024/09/10/playstation-5-pro-price-specs/,big|||day|||deal|||prime|||pro|||ps5,0.5977278351783752
68,"The latest on the 2024 campaign|||The 'October surprise' that could bend the arc of the 2024 election is already here|||AnalysisFact-checking Day 3 of the 2024 Democratic National ConventionSpeakers made claims about Project 2025, Trump’s tax cuts, and job creation under post-Cold War presidents.By Glenn KesslerAugust 22, 2024",https://www.cnn.com/politics/live-news/trump-harris-election-10-08-24/index.html|||https://www.foxnews.com/opinion/trump-vs-harris-october-surprise-already-here|||https://www.washingtonpost.com/politics/2024/08/22/dnc-fact-check-democratic-national-convention-day-3/,campaign|||late|||arc|||election|||october|||surprise|||analysisfact|||claim|||cold|||conventionspeaker|||creation|||cut|||day|||democratic|||glenn|||job|||kessleraugust|||national|||post|||presidents|||project|||tax|||trump|||war,0.5929377973079681
69,"Benjamin Netanyahu's Churchill moment comes amid multifront war against Iranian terror, expert says|||Netanyahu vows to continue Hezbollah war, defying U.S. cease-fire plan|||Behind the War of Words Between Macron and Netanyahu",https://www.foxnews.com/world/benjamin-netanyahus-churchill-moment-comes-amid-multi-front-war-against-iranian-terror-expert-says|||https://www.washingtonpost.com/national-security/2024/09/27/netanyahu-un-speech-israel-hezbollah/|||https://www.nytimes.com/2024/10/07/world/europe/macron-netanyahu-weapons.html,netanyahu|||war,0.5902707874774933
70,"Less than 10 days after Helene made landfall, Florida braces for another hurricane, potentially a Category 3|||FEMA administrator fires back at Hurricane Helene critics: We've been on the ground before it hit Florida|||Hurricane Helene means a rainy Friday for the D.C. area, and an unsettled weekendUpdated September 26",https://www.cnn.com/2024/10/05/weather/tropical-storm-milton-florida-gulf-of-mexico/index.html|||https://www.foxnews.com/media/fema-administrator-fires-back-hurricane-helene-critics-weve-been-ground-before-hit-florida|||https://www.washingtonpost.com/weather/2024/09/25/helene-dc-weather-rain/,florida|||helene|||hurricane,0.5866804420948029
71,"Dress Codes: How the pussy-bow blouse became a political staple for Kamala Harris and other powerful women|||All of Kamala Harris’ interviews have been ‘embarrassingly unimpressive’: Rich Lowry|||A designer favored by Kamala Harris embraces lingerie and liberationChloé’s beautiful Paris Fashion Week collection showcased the way the Kamala Harris-favored brand has tapped into the freedom with which young women dress now.By Rachel TashjianSeptember 27, 2024",https://www.cnn.com/2024/10/08/style/kamala-harris-pussy-bow-blouse/index.html|||https://video.foxbusiness.com/v/6363007271112|||https://www.washingtonpost.com/style/fashion/2024/09/27/designer-favored-by-kamala-harris-embraces-lingerie-liberation/,harris|||kamala|||woman,0.5861314535140991
72,"AnalysisWhy is Melania Trump coming out for abortion rights?The left sees political strategy in the former first lady’s sudden, unequivocal statements backing abortion rights. But there are simpler explanations.By Aaron BlakeOctober 3, 2024|||See where abortions are banned and legal — and where it’s still in limbo|||Melania Trump says former President Trump was aware of her abortion stance 'since the day we met'",https://www.washingtonpost.com/politics/2024/10/03/why-is-melania-trump-coming-out-abortion-rights/|||https://www.cnn.com/us/abortion-access-restrictions-bans-us-dg/index.html|||https://www.foxnews.com/media/melania-trump-former-president-trump-aware-abortion-stance-since-day-met,abortion|||melania|||trump,0.5856980979442596
73,"The 13 best TV and streaming deals our tech editors found on Amazon Prime Day 2024|||Amazon Prime Big Deal Days: Electronic deals that are too good to miss|||What Netflix has learned from its push into video gamesThe world’s biggest streamer wants to be a one-stop entertainment shop. Will its audience follow?By Gene ParkJune 26, 2024",https://www.cnn.com/cnn-underscored/deals/best-tv-deals-amazon-prime-day-2024-10-08|||https://www.foxnews.com/lifestyle/electronic-deals-amazon-prime-big-deal-days|||https://www.washingtonpost.com/entertainment/video-games/2024/06/26/netflix-games-expansion/,amazon|||big|||day|||deal|||good|||prime,0.5841453671455383
74,"EARLY BRIEFAnalysisHarris multiplied Biden’s lead among young votersIn today’s edition … Romney declines to endorse Harris over ideological differences ... DNC to spend in every U.S. state and territory.By Theodoric Meyer, Leigh Ann Caldwell and Alec DentSeptember 27, 2024|||SEAN HANNITY: Harris and Biden have been completely missing in action|||Romney Won’t Endorse Harris, Saying He Wants to Keep His Voice in the Party",https://www.washingtonpost.com/politics/the-briefs-newsletters/early-brief/|||https://www.foxnews.com/media/sean-hannity-harris-biden-have-been-completely-missing-action|||https://www.nytimes.com/2024/10/08/us/politics/mitt-romney-trump-harris.html,biden|||harris|||romney,0.5833833515644073
75,"Elon Musk’s ballooning wealth|||Elon Musk’s X is worth nearly 80% less than when he bought it, Fidelity estimates|||Oracle's Larry Ellison is getting richer, rivaling Musk, Bezos, Zuckerberg",https://www.washingtonpost.com/opinions/2024/09/13/cartoon-pritchett-elon-musk-trillionaire/|||https://www.cnn.com/2024/10/02/business/elon-musk-twitter-x-fidelity/index.html|||https://www.foxbusiness.com/technology/oracles-larry-ellison-getting-richer-rivaling-musk-bezos-zuckerberg,elon|||musk,0.5833290815353394
76,"Democrats dominate spending on political ads – except on Elon Musk’s X|||Harris’ cash edge funds advertising blitz as Elon Musk cuts big check to House Republicans, new filings show|||Trump and Republicans Bet Big on Anti-Trans Ads Across the Country",https://www.washingtonpost.com/technology/2024/10/07/musk-trump-x-ads/|||https://www.cnn.com/2024/09/21/politics/fundraising-harris-trump-elon-musk/index.html|||https://www.nytimes.com/2024/10/08/us/politics/trump-republican-transgender-ads.html,ad|||big|||elon|||musk|||republicans,0.5822916328907013
77,"KFile: Before his MAGA conversion, Vance indicated that Biden won the 2020 election legitimately|||Stuart Varney: JD Vance's debate victory might swing the election|||Vance refuses to say Trump lost in 2020, sparking debate’s biggest clash",https://www.cnn.com/2024/10/08/politics/kfile-vance-2020-election/index.html|||https://www.foxbusiness.com/media/stuart-varney-jd-vances-debate-victory-might-swing-election|||https://www.washingtonpost.com/politics/2024/10/01/jd-vance-trump-2020-election-loss-debate/,debate|||election|||vance,0.5820702314376831
78,"Biltmore Village near famous estate ravaged by Hurricane Helene: Before and after|||What Hurricane Helene’s 500-mile path of destruction looks like|||Hurricane damage puts further strain on rural areas in GeorgiaTowns like Bartow, Ga., already were suffering before Helene lashed them with 75-mph winds. Now farmers face another effort to rebuild.By Allison SalernoOctober 4, 2024",https://www.foxbusiness.com/lifestyle/biltmore-village-near-famous-estate-ravaged-hurricane-helene-before-after|||https://www.cnn.com/2024/10/01/weather/hurricane-helene-path-of-destruction-climate-dg/index.html|||https://www.washingtonpost.com/weather/2024/10/04/georgia-agriculture-helene-damage/,helene|||hurricane,0.5816322267055511
79,"Iran’s missile attack on Israel raises questions about limits of arsenalIran’s missile attack on Israel this week stood out for its large scope and limited impact. Some analysts say it calls into question the value of Iran’s arsenal.By Adam Taylor and Meg KellyOctober 5, 2024|||Reporter's Notebook: Iran’s missiles strike Israel, and a deadly terror attack in Tel Aviv|||China Buys Nearly All of Iran’s Oil Exports, but Has Options if Israel Attacks",https://www.washingtonpost.com/world/2024/10/05/iran-missiles-attack-israel-deterrence/|||https://www.foxnews.com/world/reporters-notebook-irans-missiles-strike-israel-deadly-terror-attack-tel-aviv|||https://www.nytimes.com/2024/10/04/business/iran-oil-sales-china.html,attack|||iran|||israel|||missile|||question,0.5804578363895416
80,"DeSantis and Biden speak on storm recovery after reports GOP governor hadn’t returned calls from president, vice president|||Biden undermines Harris claim that Ron DeSantis is politicizing hurricane response: 'Doing a great job'|||Biden calls for putting ‘politics aside’ in visit to storm-ravaged Florida, GeorgiaOctober 3",https://www.cnn.com/2024/10/07/politics/desantis-harris-biden-hurricane-recovery-calls/index.html|||https://www.foxnews.com/politics/biden-undermines-harris-claim-ron-desantis-politicizing-hurricane-response-doing-great-job|||https://www.washingtonpost.com/politics/2024/10/03/biden-hurricane-georgia-florida/,biden|||desantis|||president|||storm,0.5803914368152618
81,Putin issues nuclear warning to the West over strikes on Russia from Ukraine|||Lithuanian FM warns Russia can do 'so much damage to its neighbors'|||Zelensky warns U.N. that Russia is preparing to attack nuclear plantsUpdated September 25,https://www.cnn.com/2024/09/25/europe/putin-nuclear-warns-west-missile-strikes-ukraine-intl-latam/index.html|||https://www.foxnews.com/world/lithuanian-fm-warns-russia-can-do-so-much-damage-its-neighbors|||https://www.washingtonpost.com/national-security/2024/09/25/zelensky-un-russia-victory-plan/,nuclear|||russia,0.5775873959064484
82,Letter from the EditorClimate Solutions spotlights the work of people confronting the challenge of climate change and helps readers understand how they can make a difference as individuals.By Matt Murray|||Meet NASA’s newest tool to fight climate change|||An Artist Rethinks Climate Change in Words and Pictures,https://www.washingtonpost.com/climate-solutions/2024/09/17/letter-editor-matt-murray-climate/|||https://www.cnn.com/2024/09/03/climate/video/nasa-sea-robot-climate-change-antarctic-ice-weir-digvid|||https://www.nytimes.com/2024/10/06/opinion/climate-change-solutions.html,change|||climate,0.5757192373275757
83,"MSNBC's Steele claims Trump's the one not doing media as GOP ticket does 3x more interviews than Harris-Walz|||Photographers say Harris campaign has reduced their accessIn a letter, the White House News Photographers Association claims the Harris campaign hasn’t made room for the same number of photographers who traveled with the president.By Laura WagnerSeptember 12, 2024|||Harris Should Offer to Debate Trump Again — on Fox",https://www.foxnews.com/media/msnbcs-steele-claims-trumps-one-not-doing-media-gop-ticket-does-3x-more-interviews-than-harris-walz|||https://www.washingtonpost.com/style/media/2024/09/12/photographers-object-after-harris-campaign-reduces-their-access/|||https://www.nytimes.com/2024/10/02/opinion/kamala-debate-fox-news.html,campaign|||harris|||photographer|||trump,0.5726047158241272
84,"What an Escalating Middle East Conflict Could Mean for the Global Economy|||Oil prices rise as Middle East tensions escalate, markets hedge against $100 a barrel surge|||Tension in the Middle East looms over Biden’s last big U.N. meetingUpdated September 23",https://www.nytimes.com/2024/10/05/business/dealbook/israel-iran-global-economy.html|||https://www.foxbusiness.com/markets/oil-prices-rise-middle-east-tensions-escalate-markets-hedge-against-100-barrel-surge|||https://www.washingtonpost.com/politics/2024/09/23/biden-unga-israel-iran/,east|||middle|||tension,0.5694571733474731
85,"Howard Stern tells Harris sun will 'go out' if she loses: 'We're in for the darkest skies on the planet'|||Harris appears on ‘The View,’ with Howard Stern, Stephen ColbertUpdated 1 hour ago|||Harris Spends an Hour in the Warm Embrace of Howard Stern",https://www.foxnews.com/media/howard-stern-tells-harris-sun-go-out-she-loses-were-darkest-skies-planet|||https://www.washingtonpost.com/elections/2024/10/08/2024-election-campaign-updates-harris-trump/|||https://www.nytimes.com/2024/10/02/opinion/harris-howard-stern.html,harris|||hour|||howard|||stern,0.5665048956871033
86,"These Pennsylvania voters illustrate Harris’ suburban challenge|||Axelrod says ‘upscale’ NC Harris voters will find way to vote after storm, not sure about rural Trump fans|||Harris, Trump in tense battle over Puerto Rican voters in PennsylvaniaSeptember 13",https://www.cnn.com/2024/08/12/politics/harris-suburban-challenge-pennsylvania/index.html|||https://www.foxnews.com/media/axelrod-says-upscale-nc-harris-voters-find-way-vote-after-storm-not-sure-about-rural-trump-fans|||https://www.washingtonpost.com/politics/2024/09/13/harris-trump-puerto-rican-voters-pennsylvania/,harris|||voter,0.5628189444541931
87,"Elon Musk bows to pressure from Brazil’s top court in a bid to reinstate X|||Judge lifts suspension of X in Brazil after it meets court’s demandsThe platform has paid off its fines, suspended accounts deemed to have broken Brazilian law, and appointed a legal representative in the country.By Terrence McCoy and Marina DiasOctober 8, 2024|||Brazil Unblocks X After Musk Backs Down",https://www.cnn.com/2024/09/23/tech/elon-musk-brazil-court-compliance/index.html|||https://www.washingtonpost.com/world/2024/10/08/brazilian-judge-lifts-suspension-x-after-it-cedes-courts-demands/|||https://www.nytimes.com/2024/10/08/world/americas/brazil-x-ban-musk.html,brazil|||court|||musk,0.562095046043396
88,The future of smartphones|||Intuitive Machines and Nokia Bell Labs|||Apple iPhone 16: Speculation abounds about the latest phone and announcement date,https://www.washingtonpost.com/opinions/2024/09/12/cartoon-pritchett-smartphones-future/|||https://www.cnn.com/2024/04/24/tech/nokia-moon-4g-network-nasa-spc/index.html|||https://www.foxbusiness.com/technology/apple-iphone-16-speculation-abounds-about-latest-phone-announcement-date,future|||smartphone|||bell|||intuitive|||labs|||machine|||nokia|||announcement|||apple|||date|||iphone|||late|||phone|||speculation,0.5604720413684845
89,"How Gaza’s hospitals became battlegrounds|||‘There is no life’ after Oct 7: An Israeli mother grapples with grief one year after Hamas’ devastating attack|||Gaza’s Schools Are for Learning, Not for Dying",https://www.cnn.com/interactive/2024/01/middleeast/gaza-hospitals-destruction-investigation-intl-cmd/|||https://www.foxnews.com/media/there-no-life-after-oct-7-israeli-mother-grapples-grief-one-year-after-hamas-devastating-attack|||https://www.nytimes.com/2024/10/06/opinion/schools-shelters-gaza-israel.html,gaza,0.5593529343605042
90,"Biden urges Israel and Hezbollah to step back from all-out warThe president delivered his final talk to the United Nations on Tuesday after decades in foreign policy. The Israel-Hezbollah conflict hung over his remarks.By Yasmeen Abutaleb, Michael Birnbaum and John HudsonSeptember 24, 2024|||Is the UN past the point of no return? World leaders debate in New York next week|||How Biden’s Middle East Policy Fell Apart",https://www.washingtonpost.com/politics/2024/09/24/biden-united-nations-general-assembly-israel-hezbollah/|||https://www.cnn.com/2024/09/21/world/unga-general-assembly-world-leaders-intl-latam/index.html|||https://www.nytimes.com/2024/10/08/opinion/ezra-klein-podcast-franklin-foer.html,biden|||hezbollah|||israel|||policy,0.5576171576976776
91,Harris does interview with raunchy sex and relationship podcast as she continues to avoid many news outlets|||The ‘feral 25-year-olds’ making Kamala Harris go viral on TikTok|||13 Things We Learned From Harris’s Interview With Howard Stern,https://www.foxnews.com/media/harris-does-interview-raunchy-sex-relationship-podcast-she-continues-avoid-many-news-outlets|||https://www.washingtonpost.com/technology/2024/09/13/harris-tiktok-social-media-team/|||https://www.nytimes.com/2024/10/08/us/politics/harris-howard-stern-interview.html,harris,0.5575355887413025
92,"Fact check: 12 election lies Trump is using to set the stage to dispute a potential 2024 defeat|||If 2024 polling errors mirror those in 2020 election, Trump 'wins in a blowout,' CNN data guru says|||Trump uses debate to spread election falsehoods, defend role in riotSeptember 11",https://www.cnn.com/2024/09/30/politics/fact-check-trump-election-lies-2024/index.html|||https://www.foxnews.com/media/2024-polling-errors-mirror-those-2020-election-trump-wins-blowout-cnn-data-guru-says|||https://www.washingtonpost.com/politics/2024/09/11/trump-jan-6-election-falsehoods-debate/,election|||trump,0.5571660399436951
93,Israeli Amb: ‘We will not heal’ until hostages are home|||Rising from the ashes: Israelis in nation's war-torn south move home a year after October 7 massacre|||Biden’s Moral Failure in Israel,https://www.cnn.com/2024/10/07/world/video/the-lead-michael-herzog-oct-7-hamas-gaza-israel-hostages-one-year-jake-tapper|||https://www.foxnews.com/world/rising-from-ashes-israelis-nations-war-torn-south-move-home-year-after-oct-7-massacre|||https://www.nytimes.com/2024/10/08/opinion/bidens-moral-failure-in-israel.html,amb|||biden|||failure|||home|||hostage|||israel|||israeli|||moral|||ashe|||israelis|||massacre|||nation|||october|||south|||war|||year,0.5570465624332428
